Messst.-Nr.;Datum;Gw-Stand [mNHN];MPH [mNHN];Abstich [m];Bemerkungen
28900131;06.03.1989;49,82;62,82;13;
28900131;03.04.1989;49,84;62,82;12,98;
28900131;01.05.1989;49,79;62,82;13,03;
28900131;05.06.1989;49,75;62,82;13,07;
28900131;03.07.1989;49,83;62,82;12,99;
28900131;07.08.1989;49,85;62,82;12,97;
28900131;04.09.1989;49,82;62,82;13;
28900131;02.10.1989;49,82;62,82;13;
28900131;06.11.1989;49,88;62,82;12,94;
28900131;04.12.1989;49,72;62,82;13,1;
28900131;01.01.1990;49,68;62,82;13,14;
28900131;05.02.1990;49,67;62,82;13,15;
28900131;05.03.1990;49,72;62,82;13,1;
28900131;02.04.1990;49,64;62,82;13,18;
28900131;07.05.1990;49,6;62,82;13,22;
28900131;04.06.1990;49,48;62,82;13,34;
28900131;02.07.1990;49,42;62,82;13,4;
28900131;06.08.1990;49,36;62,82;13,46;
28900131;03.09.1990;49,29;62,82;13,53;
28900131;01.10.1990;49,21;62,82;13,61;
28900131;05.11.1990;49,14;62,82;13,68;
28900131;03.12.1990;49,04;62,82;13,78;
28900131;07.01.1991;49,03;62,82;13,79;
28900131;04.02.1991;48,99;62,82;13,83;
28900131;04.03.1991;48,93;62,82;13,89;
28900131;01.04.1991;48,91;62,82;13,91;
28900131;06.05.1991;48,86;62,82;13,96;
28900131;03.06.1991;48,83;62,82;13,99;
28900131;01.07.1991;48,77;62,82;14,05;
28900131;05.08.1991;48,73;62,82;14,09;
28900131;02.09.1991;48,66;62,82;14,16;
28900131;07.10.1991;48,59;62,82;14,23;
28900131;04.11.1991;48,54;62,82;14,28;
28900131;02.12.1991;48,49;62,82;14,33;
28900131;06.01.1992;48,54;62,82;14,28;
28900131;03.02.1992;48,34;62,82;14,48;
28900131;02.03.1992;48,32;62,82;14,5;
28900131;06.04.1992;48,3;62,82;14,52;
28900131;04.05.1992;48,24;62,82;14,58;
28900131;01.06.1992;48,23;62,82;14,59;
28900131;06.07.1992;48,21;62,82;14,61;
28900131;03.08.1992;48,18;62,82;14,64;
28900131;07.09.1992;48,12;62,82;14,7;
28900131;05.10.1992;48,07;62,82;14,75;
28900131;02.11.1992;48,06;62,82;14,76;
28900131;07.12.1992;48,02;62,82;14,8;
28900131;04.01.1993;47,85;62,82;14,97;
28900131;01.02.1993;48,01;62,82;14,81;
28900131;01.03.1993;48,05;62,82;14,77;
28900131;05.04.1993;48,09;62,82;14,73;
28900131;29.05.1993;48,1;62,82;14,72;
28900131;26.06.1993;48,11;62,82;14,71;
28900131;31.07.1993;48,09;62,82;14,73;
28900131;28.08.1993;48,09;62,82;14,73;
28900131;26.09.1993;48,1;62,82;14,72;
28900131;30.10.1993;48,12;62,82;14,7;
28900131;28.11.1993;48,06;62,82;14,76;
28900131;27.12.1993;48,1;62,82;14,72;
28900131;29.01.1994;48,2;62,82;14,62;
28900131;26.02.1994;48,4;62,82;14,42;
28900131;26.03.1994;48,7;62,82;14,12;
28900131;30.04.1994;48,78;62,82;14,04;
28900131;28.05.1994;48,83;62,82;13,99;
28900131;25.06.1994;49;62,82;13,82;
28900131;30.07.1994;49,04;62,82;13,78;
28900131;31.08.1994;49,05;62,82;13,77;
28900131;30.09.1994;49,05;62,82;13,77;
28900131;31.10.1994;49,08;62,82;13,74;
28900131;26.11.1994;49;62,82;13,82;
28900131;31.12.1994;48,92;62,82;13,9;
28900131;30.01.1995;48,88;62,82;13,94;
28900131;28.02.1995;49;62,82;13,82;
28900131;31.03.1995;49,1;62,82;13,72;
28900131;28.04.1995;49;62,82;13,82;
28900131;31.05.1995;49,25;62,82;13,57;
28900131;30.06.1995;49,3;62,82;13,52;
28900131;28.07.1995;49,12;62,82;13,7;
28900131;30.08.1995;48,99;62,82;13,83;
28900131;30.09.1995;48,85;62,82;13,97;
28900131;30.10.1995;49,04;62,82;13,78;
28900131;25.11.1995;48,93;62,82;13,89;
28900131;30.12.1995;49,12;62,82;13,7;
28900131;31.01.1996;49,04;62,82;13,78;
28900131;29.02.1996;49,02;62,82;13,8;
28900131;30.03.1996;48,98;62,82;13,84;
28900131;30.04.1996;48,91;62,82;13,91;
28900131;30.05.1996;48,86;62,82;13,96;
28900131;29.06.1996;48,79;62,82;14,03;
28900131;31.07.1996;48,68;62,82;14,14;
28900131;31.08.1996;48,63;62,82;14,19;
28900131;30.09.1996;48,6;62,82;14,22;
28900131;30.11.1996;48,52;62,82;14,3;
28900131;29.12.1996;48,46;62,82;14,36;
28900131;31.01.1997;48,11;62,82;14,71;
28900131;28.02.1997;48,07;62,82;14,75;
28900131;26.03.1997;48,38;62,82;14,44;
28900131;26.04.1997;48,25;62,82;14,57;
28900131;30.05.1997;48,34;62,82;14,48;
28900131;29.06.1997;48,34;62,82;14,48;
28900131;30.07.1997;48,35;62,82;14,47;
28900131;30.08.1997;48,32;62,82;14,5;
28900131;29.09.1997;48,29;62,82;14,53;
28900131;31.10.1997;48,28;62,82;14,54;
28900131;30.11.1997;48,26;62,82;14,56;
28900131;30.12.1997;48,28;62,82;14,54;
28900131;31.01.1998;48,34;62,82;14,48;
28900131;28.02.1998;48,21;62,82;14,61;
28900131;31.03.1998;48,14;62,82;14,68;
28900131;30.04.1998;48,14;62,82;14,68;
28900131;28.05.1998;48,14;62,82;14,68;
28900131;30.06.1998;48,21;62,82;14,61;
28900131;27.07.1998;48,27;62,82;14,55;
28900131;29.08.1998;48,29;62,82;14,53;
28900131;26.09.1998;48,34;62,82;14,48;
28900131;31.10.1998;48,34;62,82;14,48;
28900131;30.11.1998;48,43;62,82;14,39;
28900131;31.12.1998;48,56;62,82;14,26;
28900131;30.01.1999;48,73;62,82;14,09;
28900131;27.02.1999;48,84;62,82;13,98;
28900131;31.03.1999;49,04;62,82;13,78;
28900131;28.04.1999;49,27;62,82;13,55;
28900131;29.05.1999;49,42;62,82;13,4;
28900131;30.06.1999;49,47;62,82;13,35;
28900131;28.07.1999;49,51;62,82;13,31;
28900131;28.08.1999;49,53;62,82;13,29;
28900131;30.09.1999;49,52;62,82;13,3;
28900131;30.10.1999;49,49;62,82;13,33;
28900131;27.11.1999;49,42;62,82;13,4;
28900131;27.12.1999;49,41;62,82;13,41;
28900131;30.01.2000;49,37;62,82;13,45;
28900131;26.02.2000;49,36;62,82;13,46;
28900131;31.03.2000;49,39;62,82;13,43;
28900131;29.04.2000;49,46;62,82;13,36;
28900131;31.05.2000;49,49;62,82;13,33;
28900131;30.06.2000;49,51;62,82;13,31;
28900131;31.07.2000;49,49;62,82;13,33;
28900131;26.08.2000;49,44;62,82;13,38;
28900131;30.09.2000;49,44;62,82;13,38;
28900131;30.10.2000;49,43;62,82;13,39;
28900131;30.11.2000;49,38;62,82;13,44;
28900131;30.12.2000;49,37;62,82;13,45;
28900131;31.01.2001;49,34;62,82;13,48;
28900131;27.02.2001;49,43;62,82;13,39;
28900131;31.03.2001;49,5;62,82;13,32;
28900131;30.04.2001;49,58;62,82;13,24;
28900131;26.05.2001;49,6;62,82;13,22;
28900131;30.06.2001;49,69;62,82;13,13;
28900131;29.07.2001;49,69;62,82;13,13;
28900131;28.08.2001;49,69;62,82;13,13;
28900131;30.09.2001;49,6;62,82;13,22;
28900131;28.10.2001;49,56;62,82;13,26;
28900131;23.11.2001;49,52;62,82;13,3;
28900131;28.12.2001;49,5;62,82;13,32;
28900131;26.01.2002;49,52;62,82;13,3;
28900131;28.02.2002;49,49;62,82;13,33;
28900131;31.03.2002;49,61;62,82;13,21;
28900131;27.04.2002;49,63;62,82;13,19;
28900131;27.05.2002;49,72;62,82;13,1;
28900131;28.06.2002;49,77;62,82;13,05;
28900131;27.07.2002;49,72;62,82;13,1;
28900131;31.08.2002;49,69;62,82;13,13;
28900131;28.09.2002;49,71;62,82;13,11;
28900131;28.10.2002;49,63;62,82;13,19;
28900131;30.11.2002;49,61;62,82;13,21;
28900131;31.12.2002;49,59;62,82;13,23;
28900131;28.01.2003;49,67;62,82;13,15;
28900131;22.02.2003;49,63;62,82;13,19;
28900131;31.03.2003;49,74;62,82;13,08;
28900131;30.04.2003;49,76;62,82;13,06;
28900131;31.05.2003;49,76;62,82;13,06;
28900131;28.06.2003;49,67;62,82;13,15;
28900131;26.07.2003;49,64;62,82;13,18;
28900131;30.08.2003;49,6;62,82;13,22;
28900131;27.09.2003;49,56;62,82;13,26;
28900131;25.10.2003;49,51;62,82;13,31;
28900131;29.11.2003;49,48;62,82;13,34;
28900131;27.12.2003;49,41;62,82;13,41;
28900131;28.01.2004;49,43;62,82;13,39;
28900131;28.02.2004;49,45;62,82;13,37;
28900131;26.03.2004;49,43;62,82;13,39;
28900131;27.04.2004;49,42;62,82;13,4;
28900131;30.05.2004;49,39;62,82;13,43;
28900131;28.06.2004;49,39;62,82;13,43;
28900131;02.08.2004;49,37;62,82;13,45;
28900131;30.08.2004;49,35;62,82;13,47;
28900131;28.09.2004;49,32;62,82;13,5;
28900131;29.10.2004;49,31;62,82;13,51;
28900131;29.11.2004;49,26;62,82;13,56;
28900131;30.12.2004;49,26;62,82;13,56;
28900131;29.01.2005;49,22;62,82;13,6;
28900131;26.02.2005;49,25;62,82;13,57;
28900131;28.03.2005;49,32;62,82;13,5;
28900131;30.04.2005;49,37;62,82;13,45;
28900131;28.05.2005;49,39;62,82;13,43;
28900131;26.06.2005;49,29;62,82;13,53;
28900131;28.07.2005;49,33;62,82;13,49;
28900131;27.08.2005;49,3;62,82;13,52;
28900131;27.09.2005;49,27;62,82;13,55;
28900131;29.10.2005;49,24;62,82;13,58;
28900131;27.11.2005;49,22;62,82;13,6;
28900131;31.12.2005;49,16;62,82;13,66;
28900131;29.01.2006;49,16;62,82;13,66;
28900131;25.02.2006;49,11;62,82;13,71;
28900131;26.03.2006;49,12;62,82;13,7;
28900131;28.04.2006;49,09;62,82;13,73;
28900131;29.05.2006;49,06;62,82;13,76;
28900131;26.06.2006;49,07;62,82;13,75;
28900131;31.07.2006;48,94;62,82;13,88;
28900131;26.08.2006;48,91;62,82;13,91;
28900131;29.09.2006;48,98;62,82;13,84;
28900131;28.10.2006;48,96;62,82;13,86;
28900131;25.11.2006;48,94;62,82;13,88;
28900131;31.12.2006;48,88;62,82;13,94;
28900131;28.01.2007;48,85;62,82;13,97;
28900131;24.02.2007;48,84;62,82;13,98;
28900131;30.03.2007;48,85;62,82;13,97;
28900131;27.04.2007;48,88;62,82;13,94;
28900131;27.05.2007;48,89;62,82;13,93;
28900131;30.06.2007;48,87;62,82;13,95;
28900131;29.07.2007;48,87;62,82;13,95;
28900131;31.08.2007;48,87;62,82;13,95;
28900131;28.09.2007;48,84;62,82;13,98;
28900131;28.10.2007;48,82;62,82;14;
28900131;26.11.2007;48,8;62,82;14,02;
28900131;01.01.2008;48,79;62,82;14,03;
28900131;27.01.2008;48,77;62,82;14,05;
28900131;27.02.2008;48,76;62,82;14,06;
28900131;29.03.2008;48,76;62,82;14,06;
28900131;28.04.2008;48,77;62,82;14,05;
28900131;01.06.2008;48,8;62,82;14,02;
28900131;28.06.2008;48,81;62,82;14,01;
28900131;27.07.2008;48,82;62,82;14;
28900131;28.08.2008;48,84;62,82;13,98;
28900131;27.09.2008;48,82;62,82;14;
28900131;21.10.2008;48,83;62,82;13,99;
28900131;29.11.2008;48,79;62,82;14,03;
28900131;31.12.2008;48,76;62,82;14,06;
28900131;30.01.2009;48,74;62,82;14,08;
28900131;28.02.2009;48,73;62,82;14,09;
28900131;28.03.2009;48,72;62,82;14,1;
28900131;26.04.2009;48,71;62,82;14,11;
28900131;31.05.2009;48,72;62,82;14,1;
28900131;25.06.2009;48,68;62,82;14,14;
28900131;26.07.2009;48,7;62,82;14,12;
28900131;30.08.2009;48,67;62,82;14,15;
28900131;27.09.2009;48,64;62,82;14,18;
28900131;01.11.2009;48,62;62,82;14,2;
28900131;27.11.2009;48,61;62,82;14,21;
28900131;03.01.2010;48,6;62,82;14,22;
28900131;28.01.2010;48,62;62,82;14,2;
28900131;28.02.2010;48,66;62,82;14,16;
28900131;27.03.2010;48,7;62,82;14,12;
28900131;26.04.2010;48,73;62,82;14,09;
28900131;30.05.2010;48,76;62,82;14,06;
28900131;27.06.2010;48,75;62,82;14,07;
28900131;31.07.2010;48,64;62,82;14,18;
28900131;30.08.2010;48,65;62,82;14,17;
28900131;26.09.2010;48,68;62,82;14,14;
28900131;01.11.2010;48,67;62,82;14,15;
28900131;28.11.2010;48,67;62,82;14,15;
28900131;04.01.2011;48,72;62,82;14,1;
28900131;29.01.2011;48,75;62,82;14,07;
28900131;28.02.2011;48,83;62,82;13,99;
28900131;31.03.2011;48,96;62,82;13,86;
28900131;29.04.2011;49,02;62,82;13,8;
28900131;28.05.2011;49,05;62,82;13,77;
28900131;27.06.2011;49;62,82;13,82;
28900131;31.07.2011;48,99;62,82;13,83;
28900131;28.08.2011;48,98;62,82;13,84;
28900131;01.10.2011;48,95;62,82;13,87;
28900131;28.10.2011;48,94;62,82;13,88;
28900131;25.11.2011;48,9;62,82;13,92;
28900131;02.01.2012;48,86;62,82;13,96;
28900131;25.01.2012;48,89;62,82;13,93;
28900131;25.02.2012;48,87;62,82;13,95;
28900131;30.03.2012;48,84;62,82;13,98;
28900131;29.04.2012;48,83;62,82;13,99;
28900131;28.05.2012;48,81;62,82;14,01;
28900131;30.06.2012;48,77;62,82;14,05;
28900131;29.07.2012;48,74;62,82;14,08;
28900131;27.08.2012;48,71;62,82;14,11;
28900131;25.09.2012;48,67;62,82;14,15;
28900131;26.10.2012;48,64;62,82;14,18;
28900131;27.11.2012;48,61;62,82;14,21;
28900131;29.12.2012;48,58;62,82;14,24;
28900131;30.01.2013;48,57;62,82;14,25;
28900131;23.02.2013;48,57;62,82;14,25;
28900131;29.03.2013;48,59;62,82;14,23;
28900131;27.04.2013;48,6;62,82;14,22;
28900131;26.05.2013;48,6;62,82;14,22;
28900131;01.07.2013;48,59;62,82;14,23;
28900131;27.07.2013;48,54;62,82;14,28;
28900131;31.08.2013;48,49;62,82;14,33;
28900131;29.09.2013;48,46;62,82;14,36;
28900131;28.10.2013;48,44;62,82;14,38;
28900131;30.11.2013;48,41;62,82;14,41;
28900131;31.12.2013;48,42;62,82;14,4;
28900131;27.01.2014;48,37;62,82;14,45;
28900131;26.02.2014;48,35;62,82;14,47;
28900131;30.03.2014;48,32;62,82;14,5;
28900131;26.04.2014;48,3;62,82;14,52;
28900131;02.06.2014;48,28;62,82;14,54;
28900131;29.06.2014;48,23;62,82;14,59;
28900131;27.07.2014;48,23;62,82;14,59;
28900131;01.09.2014;48,25;62,82;14,57;
28900131;26.09.2014;48,22;62,82;14,6;
28900131;21.10.2014;48,3;62,82;14,52;
28900131;29.11.2014;48,32;62,82;14,5;
28900131;18.12.2014;48,32;62,82;14,5;
28900131;31.01.2015;48,37;62,82;14,45;
28900131;27.02.2015;48,42;62,82;14,4;
28900131;27.03.2015;48,49;62,82;14,33;
28900131;24.04.2015;48,55;62,82;14,27;
28900131;29.05.2015;48,61;62,82;14,21;
28900131;26.06.2015;48,51;62,82;14,31;
28900131;23.07.2015;48,55;62,82;14,27;
28900131;28.08.2015;48,56;62,82;14,26;
28900131;25.09.2015;48,54;62,82;14,28;
28900131;30.10.2015;48,51;62,82;14,31;
28900131;27.11.2015;48,51;62,82;14,31;
28900131;29.12.2015;48,49;62,82;14,33;
28900131;28.01.2016;48,48;62,82;14,34;
28900131;26.02.2016;48,54;62,82;14,28;
28900131;30.03.2016;48,6;62,82;14,22;
28900131;30.04.2016;48,69;62,82;14,13;
28900131;29.05.2016;48,71;62,82;14,11;
28900131;24.06.2016;48,73;62,82;14,09;
28900131;29.07.2016;48,8;62,82;14,02;
28900131;24.08.2016;48,82;62,82;14;
28900131;26.09.2016;48,83;62,82;13,99;
28900131;27.10.2016;48,82;62,82;14;
28900131;25.11.2016;48,8;62,82;14,02;
28900131;30.12.2016;48,76;62,82;14,06;
28900131;26.01.2017;48,74;62,82;14,08;
28900131;22.02.2017;48,73;62,82;14,09;
28900131;27.04.2017;48,69;62,82;14,13;
28900131;31.05.2017;48,66;62,82;14,16;
28900131;20.06.2017;48,63;62,82;14,19;
28900131;27.07.2017;48,57;62,82;14,25;
28900131;23.08.2017;48,54;62,82;14,28;
28900131;26.09.2017;48,52;62,82;14,3;
28900131;23.10.2017;48,54;62,82;14,28;
28900131;27.11.2017;48,52;62,82;14,3;
28900131;02.01.2018;48,53;62,82;14,29;
28900131;29.01.2018;48,54;62,82;14,28;
28900131;26.02.2018;48,62;62,82;14,2;
28900131;03.04.2018;48,56;62,82;14,26;
28900131;30.04.2018;48,58;62,82;14,24;
28900131;28.05.2018;48,58;62,82;14,24;
28900131;02.07.2018;48,5;62,82;14,32;
28900131;30.07.2018;48,38;62,82;14,44;
28900131;27.08.2018;48,32;62,82;14,5;
28900131;28.09.2018;48,27;62,82;14,55;
28900131;29.10.2018;48,24;62,82;14,58;
28900131;26.11.2018;48,2;62,82;14,62;
28900131;27.12.2018;48,22;62,82;14,6;
28900131;29.01.2019;48,14;62,82;14,68;
28900131;26.02.2019;48,14;62,82;14,68;
28900131;29.03.2019;48,1;62,82;14,72;
28900131;29.04.2019;48,08;62,82;14,74;
28900131;27.05.2019;48,06;62,82;14,76;
28900131;01.07.2019;48;62,82;14,82;
28900131;29.07.2019;47,93;62,82;14,89;
28900131;02.09.2019;47,9;62,82;14,92;
28900131;30.09.2019;47,81;62,82;15,01;
28900131;25.10.2019;47,78;62,82;15,04;
28900131;29.11.2019;47,77;62,82;15,05;
28900131;31.12.2019;47,79;62,82;15,03;
28900131;24.01.2020;47,79;62,82;15,03;
28900131;31.03.2020;47,79;62,82;15,03;
28900131;27.04.2020;47,86;62,82;14,96;
28900131;02.06.2020;47,88;62,82;14,94;
28900131;29.06.2020;47,8;62,82;15,02;
28900131;24.07.2020;47,85;62,82;14,97;
28900131;31.08.2020;47,71;62,82;15,11;
28900131;28.09.2020;47,68;62,82;15,14;
28900131;02.11.2020;47,68;62,82;15,14;
28900131;30.11.2020;47,66;62,82;15,16;
28900131;28.12.2020;47,67;62,82;15,15;
28900131;02.02.2021;47,62;62,82;15,2;
28900131;01.03.2021;47,62;62,82;15,2;
28900131;29.03.2021;47,65;62,82;15,17;
28900131;26.04.2021;47,68;62,82;15,14;
28900131;31.05.2021;47,7;62,82;15,12;
28900131;28.06.2021;47,68;62,82;15,14;
28900131;02.08.2021;47,73;62,82;15,09;
28900131;30.08.2021;47,8;62,82;15,02;
28900131;27.09.2021;47,85;62,82;14,97;
28900131;29.11.2021;47,58;62,82;15,24;
28900131;28.12.2021;47,91;62,82;14,91;
28900131;31.01.2022;47,93;62,82;14,89;
