,Jahr,MO_TROPENNAECHTE,MO_FROSTTAGE,MO_SOMMERTAGE,MO_HEISSE_TAGE,MO_EISTAGE,MO_SOMMERTAGE_RCP8.5_Minimum,MO_SOMMERTAGE_RCP8.5_Median,MO_SOMMERTAGE_RCP8.5_Maximum,MO_SOMMERTAGE_RCP4.5_Minimum,MO_SOMMERTAGE_RCP4.5_Median,MO_SOMMERTAGE_RCP4.5_Maximum,MO_SOMMERTAGE_RCP2.6_Minimum,MO_SOMMERTAGE_RCP2.6_Median,MO_SOMMERTAGE_RCP2.6_Maximum,MO_HEISSE_TAGE_RCP8.5_Minimum,MO_HEISSE_TAGE_RCP8.5_Median,MO_HEISSE_TAGE_RCP8.5_Maximum,MO_HEISSE_TAGE_RCP4.5_Minimum,MO_HEISSE_TAGE_RCP4.5_Median,MO_HEISSE_TAGE_RCP4.5_Maximum,MO_HEISSE_TAGE_RCP2.6_Minimum,MO_HEISSE_TAGE_RCP2.6_Median,MO_HEISSE_TAGE_RCP2.6_Maximum,MO_TROPENNAECHTE_RCP8.5_Minimum,MO_TROPENNAECHTE_RCP8.5_Median,MO_TROPENNAECHTE_RCP8.5_Maximum,MO_TROPENNAECHTE_RCP4.5_Minimum,MO_TROPENNAECHTE_RCP4.5_Median,MO_TROPENNAECHTE_RCP4.5_Maximum,MO_TROPENNAECHTE_RCP2.6_Minimum,MO_TROPENNAECHTE_RCP2.6_Median,MO_TROPENNAECHTE_RCP2.6_Maximum,MO_FROSTTAGE_RCP8.5_Minimum,MO_FROSTTAGE_RCP8.5_Median,MO_FROSTTAGE_RCP8.5_Maximum,MO_FROSTTAGE_RCP4.5_Minimum,MO_FROSTTAGE_RCP4.5_Median,MO_FROSTTAGE_RCP4.5_Maximum,MO_FROSTTAGE_RCP2.6_Minimum,MO_FROSTTAGE_RCP2.6_Median,MO_FROSTTAGE_RCP2.6_Maximum,MO_EISTAGE_RCP8.5_Minimum,MO_EISTAGE_RCP8.5_Median,MO_EISTAGE_RCP8.5_Maximum,MO_EISTAGE_RCP4.5_Minimum,MO_EISTAGE_RCP4.5_Median,MO_EISTAGE_RCP4.5_Maximum,MO_EISTAGE_RCP2.6_Minimum,MO_EISTAGE_RCP2.6_Median,MO_EISTAGE_RCP2.6_Maximum
34,2006.0,,,,,,34.43181818181818,36.78636363636364,47.03181818181818,34.20909090909091,36.56363636363636,44.61363636363636,33.127272727272725,35.64090909090909,41.527272727272724,6.127272727272727,7.2727272727272725,13.477272727272727,6.159090909090909,7.240909090909091,11.918181818181818,6.0,6.7,9.690909090909091,0.0,0.6363636363636364,6.681818181818182,0.0,0.3818181818181818,4.709090909090909,-0.031818181818181815,0.09545454545454544,3.5,32.72727272727273,39.91818181818182,43.768181818181816,34.0,40.3,44.15,35.11363636363636,42.71818181818182,48.06363636363636,1.0181818181818185,4.74090909090909,6.172727272727273,2.259090909090909,4.804545454545455,6.490909090909091,0.28636363636363615,4.995454545454545,7.4772727272727275
35,2007.0,,,,,,34.5,36.96666666666667,47.699999999999996,34.266666666666666,36.733333333333334,45.166666666666664,33.13333333333333,35.766666666666666,41.93333333333333,6.133333333333334,7.333333333333334,13.833333333333334,6.166666666666667,7.3,12.200000000000001,6.0,6.733333333333333,9.866666666666667,0.0,0.6666666666666667,7.0,0.0,0.39999999999999997,4.933333333333334,-0.03333333333333333,0.09999999999999999,3.6666666666666665,32.0,39.53333333333333,43.56666666666667,33.333333333333336,39.93333333333334,43.96666666666667,34.5,42.46666666666667,48.06666666666667,0.7333333333333334,4.633333333333333,6.133333333333334,2.033333333333333,4.699999999999999,6.466666666666667,-0.033333333333333215,4.9,7.5
36,2008.0,,,,,,34.56818181818182,37.1469696969697,48.36818181818182,34.32424242424242,36.903030303030306,45.71969696969697,33.13939393939394,35.89242424242424,42.339393939393936,6.13939393939394,7.3939393939393945,14.18939393939394,6.174242424242424,7.359090909090909,12.481818181818182,6.0,6.766666666666667,10.042424242424243,0.0,0.696969696969697,7.318181818181818,0.0,0.41818181818181815,5.157575757575757,-0.03484848484848485,0.10454545454545454,3.833333333333333,31.272727272727273,39.14848484848485,43.36515151515152,32.66666666666667,39.56666666666666,43.78333333333333,33.88636363636364,42.21515151515152,48.06969696969697,0.44848484848484826,4.525757575757575,6.093939393939394,1.8075757575757576,4.595454545454546,6.442424242424242,-0.35303030303030347,4.804545454545455,7.5227272727272725
37,2009.0,,,,,,34.63636363636363,37.32727272727273,49.03636363636363,34.38181818181818,37.07272727272728,46.27272727272727,33.14545454545455,36.018181818181816,42.74545454545454,6.1454545454545455,7.454545454545455,14.545454545454547,6.181818181818182,7.418181818181818,12.763636363636365,6.0,6.8,10.218181818181819,0.0,0.7272727272727273,7.636363636363637,0.0,0.43636363636363634,5.381818181818182,-0.03636363636363636,0.10909090909090909,4.0,30.545454545454547,38.763636363636365,43.163636363636364,32.0,39.2,43.6,33.27272727272727,41.96363636363636,48.07272727272727,0.16363636363636402,4.418181818181818,6.054545454545455,1.581818181818182,4.49090909090909,6.418181818181818,-0.6727272727272728,4.709090909090909,7.545454545454545
38,2010.0,,,,,,34.70454545454545,37.50757575757576,49.70454545454545,34.43939393939394,37.24242424242424,46.82575757575758,33.15151515151515,36.14393939393939,43.15151515151515,6.151515151515151,7.515151515151516,14.901515151515152,6.1893939393939394,7.4772727272727275,13.045454545454547,6.0,6.833333333333333,10.393939393939394,0.0,0.7575757575757576,7.954545454545454,0.0,0.45454545454545453,5.606060606060606,-0.03787878787878788,0.11363636363636363,4.166666666666666,29.818181818181817,38.378787878787875,42.96212121212121,31.333333333333336,38.833333333333336,43.416666666666664,32.65909090909091,41.71212121212121,48.07575757575758,-0.1212121212121211,4.3106060606060606,6.015151515151516,1.3560606060606055,4.386363636363637,6.3939393939393945,-0.9924242424242422,4.613636363636363,7.568181818181818
39,2011.0,,,,,,34.77272727272727,37.68787878787879,50.372727272727275,34.49696969696969,37.412121212121214,47.378787878787875,33.157575757575756,36.269696969696966,43.557575757575755,6.157575757575758,7.575757575757576,15.257575757575758,6.196969696969697,7.536363636363637,13.327272727272728,6.0,6.866666666666666,10.56969696969697,0.0,0.7878787878787878,8.272727272727273,0.0,0.4727272727272727,5.83030303030303,-0.03939393939393939,0.11818181818181818,4.333333333333333,29.09090909090909,37.99393939393939,42.760606060606065,30.666666666666668,38.46666666666667,43.233333333333334,32.04545454545455,41.46060606060606,48.07878787878788,-0.40606060606060623,4.203030303030303,5.975757575757576,1.13030303030303,4.281818181818181,6.36969696969697,-1.3121212121212125,4.518181818181818,7.590909090909091
40,2012.0,,,,,,34.84090909090909,37.86818181818182,51.04090909090909,34.554545454545455,37.581818181818186,47.93181818181818,33.163636363636364,36.39545454545454,43.96363636363636,6.163636363636364,7.636363636363637,15.613636363636363,6.204545454545454,7.595454545454546,13.60909090909091,6.0,6.8999999999999995,10.745454545454546,0.0,0.8181818181818182,8.59090909090909,0.0,0.4909090909090909,6.054545454545455,-0.04090909090909091,0.12272727272727273,4.5,28.363636363636363,37.60909090909091,42.55909090909091,30.0,38.1,43.05,31.43181818181818,41.20909090909091,48.081818181818186,-0.6909090909090914,4.095454545454546,5.9363636363636365,0.9045454545454543,4.177272727272728,6.345454545454546,-1.6318181818181827,4.422727272727273,7.613636363636363
41,2013.0,,,,,,34.90909090909091,38.04848484848485,51.709090909090904,34.61212121212121,37.75151515151515,48.484848484848484,33.16969696969697,36.521212121212116,44.36969696969697,6.16969696969697,7.696969696969697,15.96969696969697,6.212121212121212,7.654545454545454,13.890909090909092,6.0,6.933333333333334,10.921212121212122,0.0,0.8484848484848485,8.909090909090908,0.0,0.509090909090909,6.278787878787879,-0.04242424242424243,0.12727272727272726,4.666666666666666,27.636363636363637,37.224242424242426,42.35757575757576,29.333333333333336,37.733333333333334,42.86666666666667,30.818181818181817,40.95757575757575,48.084848484848486,-0.9757575757575756,3.987878787878788,5.8969696969696965,0.6787878787878787,4.072727272727272,6.321212121212121,-1.9515151515151512,4.327272727272727,7.636363636363637
42,2014.0,,,,,,34.97727272727273,38.22878787878788,52.377272727272725,34.66969696969697,37.92121212121212,49.03787878787878,33.17575757575757,36.6469696969697,44.775757575757574,6.175757575757576,7.757575757575758,16.325757575757578,6.21969696969697,7.713636363636364,14.172727272727274,6.0,6.966666666666667,11.096969696969698,0.0,0.8787878787878788,9.227272727272727,0.0,0.5272727272727272,6.503030303030303,-0.04393939393939394,0.1318181818181818,4.833333333333333,26.90909090909091,36.83939393939394,42.156060606060606,28.666666666666668,37.36666666666667,42.68333333333333,30.204545454545453,40.7060606060606,48.087878787878786,-1.2606060606060598,3.8803030303030304,5.857575757575757,0.4530303030303031,3.968181818181818,6.296969696969697,-2.2712121212121215,4.2318181818181815,7.659090909090909
43,2015.0,,,,,,35.04545454545455,38.40909090909091,53.04545454545455,34.72727272727273,38.09090909090909,49.59090909090909,33.18181818181818,36.77272727272727,45.18181818181818,6.181818181818182,7.818181818181818,16.68181818181818,6.2272727272727275,7.772727272727273,14.454545454545455,6.0,7.0,11.272727272727273,0.0,0.9090909090909092,9.545454545454545,0.0,0.5454545454545454,6.7272727272727275,-0.045454545454545456,0.13636363636363635,5.0,26.18181818181818,36.45454545454545,41.95454545454545,28.0,37.0,42.5,29.59090909090909,40.45454545454545,48.09090909090909,-1.545454545454545,3.772727272727273,5.818181818181818,0.22727272727272663,3.8636363636363633,6.272727272727273,-2.5909090909090917,4.136363636363637,7.681818181818182
44,2016.0,,,,,,35.11363636363636,38.589393939393936,53.71363636363636,34.78484848484848,38.260606060606065,50.14393939393939,33.18787878787879,36.89848484848485,45.587878787878786,6.187878787878788,7.878787878787879,17.03787878787879,6.234848484848484,7.831818181818182,14.736363636363638,6.0,7.033333333333333,11.44848484848485,0.0,0.9393939393939394,9.863636363636363,0.0,0.5636363636363636,6.951515151515151,-0.04696969696969697,0.1409090909090909,5.166666666666666,25.454545454545453,36.06969696969697,41.7530303030303,27.333333333333336,36.63333333333333,42.31666666666666,28.977272727272727,40.2030303030303,48.093939393939394,-1.83030303030303,3.665151515151515,5.778787878787879,0.0015151515151510253,3.759090909090909,6.248484848484849,-2.91060606060606,4.040909090909091,7.704545454545455
45,2017.0,,,,,,35.18181818181818,38.769696969696966,54.381818181818176,34.842424242424244,38.43030303030303,50.696969696969695,33.193939393939395,37.02424242424242,45.99393939393939,6.193939393939394,7.9393939393939394,17.393939393939394,6.242424242424242,7.890909090909091,15.01818181818182,6.0,7.066666666666666,11.624242424242425,0.0,0.9696969696969697,10.181818181818182,0.0,0.5818181818181818,7.175757575757576,-0.048484848484848485,0.14545454545454545,5.333333333333333,24.727272727272727,35.68484848484849,41.551515151515154,26.666666666666668,36.266666666666666,42.13333333333333,28.363636363636363,39.95151515151515,48.0969696969697,-2.1151515151515152,3.5575757575757576,5.739393939393939,-0.22424242424242458,3.6545454545454543,6.224242424242425,-3.2303030303030305,3.9454545454545453,7.7272727272727275
46,2018.0,,,,,,35.25,38.95,55.05,34.9,38.6,51.25,33.2,37.15,46.4,6.2,8.0,17.75,6.25,7.95,15.3,6.0,7.1,11.8,0.0,1.0,10.5,0.0,0.6,7.4,-0.05,0.15,5.5,24.0,35.3,41.35,26.0,35.9,41.95,27.75,39.7,48.1,-2.4000000000000004,3.45,5.7,-0.4500000000000002,3.55,6.2,-3.5500000000000007,3.8499999999999996,7.75
47,2019.0,,,,,,35.31818181818182,39.130303030303025,55.71818181818182,34.95757575757575,38.76969696969697,51.8030303030303,33.2060606060606,37.275757575757574,46.806060606060605,6.206060606060606,8.06060606060606,18.10606060606061,6.257575757575758,8.00909090909091,15.581818181818184,6.0,7.133333333333333,11.975757575757576,0.0,1.0303030303030303,10.818181818181818,0.0,0.6181818181818182,7.624242424242424,-0.051515151515151514,0.15454545454545454,5.666666666666666,23.272727272727273,34.915151515151514,41.14848484848485,25.333333333333336,35.53333333333333,41.766666666666666,27.136363636363637,39.448484848484846,48.1030303030303,-2.6848484848484855,3.3424242424242423,5.66060606060606,-0.6757575757575758,3.4454545454545453,6.175757575757576,-3.869696969696969,3.7545454545454544,7.7727272727272725
48,2020.0,,,,,,35.38636363636363,39.31060606060606,56.38636363636363,35.015151515151516,38.93939393939394,52.35606060606061,33.21212121212121,37.40151515151515,47.21212121212121,6.212121212121212,8.121212121212121,18.46212121212121,6.265151515151516,8.068181818181818,15.863636363636365,6.0,7.166666666666666,12.151515151515152,0.0,1.0606060606060606,11.136363636363637,0.0,0.6363636363636364,7.848484848484849,-0.05303030303030303,0.1590909090909091,5.833333333333333,22.545454545454543,34.53030303030303,40.946969696969695,24.666666666666668,35.16666666666667,41.583333333333336,26.522727272727273,39.196969696969695,48.10606060606061,-2.9696969696969706,3.234848484848485,5.621212121212121,-0.9015151515151523,3.340909090909091,6.151515151515151,-4.1893939393939394,3.659090909090909,7.795454545454546
49,2021.0,,,,,,35.45454545454545,39.49090909090909,57.05454545454545,35.07272727272727,39.10909090909091,52.90909090909091,33.21818181818182,37.527272727272724,47.61818181818182,6.218181818181819,8.181818181818182,18.81818181818182,6.2727272727272725,8.127272727272727,16.145454545454548,6.0,7.199999999999999,12.327272727272728,0.0,1.0909090909090908,11.454545454545455,0.0,0.6545454545454545,8.072727272727272,-0.05454545454545454,0.16363636363636364,6.0,21.818181818181817,34.14545454545455,40.74545454545455,24.0,34.8,41.4,25.90909090909091,38.945454545454545,48.10909090909091,-3.254545454545454,3.1272727272727274,5.581818181818182,-1.127272727272727,3.2363636363636363,6.127272727272728,-4.50909090909091,3.5636363636363635,7.818181818181818
50,2022.0,,,,,,35.52272727272727,39.67121212121212,57.72272727272727,35.130303030303025,39.27878787878788,53.46212121212121,33.224242424242426,37.6530303030303,48.02424242424242,6.224242424242425,8.242424242424242,19.174242424242426,6.28030303030303,8.186363636363637,16.42727272727273,6.0,7.2333333333333325,12.503030303030304,0.0,1.1212121212121213,11.772727272727273,0.0,0.6727272727272727,8.296969696969697,-0.05606060606060606,0.16818181818181818,6.166666666666666,21.09090909090909,33.760606060606065,40.5439393939394,23.333333333333336,34.43333333333334,41.21666666666667,25.295454545454547,38.693939393939395,48.11212121212122,-3.539393939393939,3.0196969696969695,5.542424242424243,-1.3530303030303035,3.1318181818181814,6.1030303030303035,-4.828787878787878,3.468181818181818,7.840909090909091
51,2023.0,,,,,,35.59090909090909,39.85151515151515,58.39090909090909,35.18787878787879,39.44848484848485,54.015151515151516,33.23030303030303,37.778787878787874,48.43030303030303,6.2303030303030305,8.303030303030303,19.53030303030303,6.287878787878788,8.245454545454546,16.70909090909091,6.0,7.266666666666667,12.67878787878788,0.0,1.1515151515151516,12.09090909090909,0.0,0.6909090909090909,8.521212121212121,-0.05757575757575758,0.17272727272727273,6.333333333333333,20.363636363636363,33.375757575757575,40.342424242424244,22.666666666666668,34.06666666666667,41.03333333333333,24.68181818181818,38.44242424242424,48.11515151515152,-3.824242424242424,2.912121212121212,5.503030303030303,-1.57878787878788,3.027272727272727,6.078787878787879,-5.148484848484848,3.3727272727272726,7.863636363636363
52,2024.0,,,,,,35.65909090909091,40.03181818181818,59.059090909090905,35.24545454545454,39.61818181818182,54.56818181818181,33.236363636363635,37.904545454545456,48.836363636363636,6.236363636363636,8.363636363636363,19.886363636363637,6.295454545454546,8.304545454545455,16.990909090909092,6.0,7.3,12.854545454545455,0.0,1.1818181818181819,12.409090909090908,0.0,0.7090909090909091,8.745454545454546,-0.05909090909090909,0.17727272727272728,6.5,19.636363636363637,32.99090909090909,40.14090909090909,22.0,33.7,40.85,24.068181818181817,38.19090909090909,48.11818181818182,-4.109090909090909,2.8045454545454547,5.463636363636364,-1.8045454545454547,2.922727272727273,6.054545454545455,-5.468181818181819,3.2772727272727273,7.886363636363637
53,2025.0,,,,,,35.72727272727273,40.21212121212121,59.72727272727272,35.3030303030303,39.78787878787879,55.12121212121212,33.24242424242424,38.03030303030303,49.24242424242424,6.242424242424242,8.424242424242424,20.242424242424242,6.303030303030303,8.363636363636363,17.272727272727273,6.0,7.333333333333333,13.030303030303031,0.0,1.2121212121212122,12.727272727272727,0.0,0.7272727272727273,8.969696969696969,-0.06060606060606061,0.18181818181818182,6.666666666666666,18.909090909090907,32.60606060606061,39.93939393939394,21.333333333333336,33.333333333333336,40.666666666666664,23.454545454545453,37.93939393939394,48.121212121212125,-4.3939393939393945,2.6969696969696972,5.424242424242424,-2.030303030303031,2.8181818181818183,6.03030303030303,-5.787878787878789,3.1818181818181817,7.909090909090909
54,2026.0,,,,,,35.79545454545455,40.39242424242424,60.39545454545454,35.36060606060606,39.95757575757576,55.67424242424242,33.24848484848485,38.156060606060606,49.64848484848484,6.248484848484849,8.484848484848484,20.59848484848485,6.3106060606060606,8.422727272727272,17.554545454545455,6.0,7.366666666666666,13.206060606060607,0.0,1.2424242424242424,13.045454545454545,0.0,0.7454545454545454,9.193939393939393,-0.06212121212121212,0.18636363636363634,6.833333333333333,18.18181818181818,32.22121212121212,39.73787878787879,20.666666666666668,32.96666666666667,40.483333333333334,22.84090909090909,37.68787878787879,48.124242424242425,-4.67878787878788,2.58939393939394,5.384848484848485,-2.256060606060606,2.713636363636363,6.006060606060606,-6.107575757575757,3.086363636363636,7.931818181818182
55,2027.0,,,,,,35.86363636363636,40.57272727272727,61.06363636363636,35.418181818181814,40.127272727272725,56.22727272727273,33.25454545454545,38.28181818181818,50.05454545454545,6.254545454545455,8.545454545454545,20.954545454545453,6.318181818181818,8.481818181818182,17.836363636363636,6.0,7.3999999999999995,13.381818181818183,0.0,1.2727272727272727,13.363636363636363,0.0,0.7636363636363636,9.418181818181818,-0.06363636363636363,0.1909090909090909,7.0,17.454545454545453,31.836363636363636,39.53636363636364,20.0,32.6,40.3,22.227272727272727,37.43636363636364,48.12727272727273,-4.963636363636363,2.4818181818181815,5.345454545454546,-2.4818181818181824,2.6090909090909085,5.981818181818182,-6.427272727272728,2.9909090909090903,7.954545454545455
56,2028.0,,,,,,35.93181818181818,40.7530303030303,61.73181818181818,35.47575757575758,40.2969696969697,56.78030303030303,33.26060606060606,38.407575757575756,50.460606060606054,6.260606060606061,8.606060606060606,21.310606060606062,6.325757575757576,8.540909090909091,18.118181818181817,6.0,7.433333333333334,13.557575757575759,0.0,1.303030303030303,13.681818181818182,0.0,0.7818181818181817,9.642424242424243,-0.06515151515151515,0.19545454545454544,7.166666666666666,16.727272727272727,31.451515151515153,39.334848484848486,19.333333333333336,32.233333333333334,40.11666666666667,21.613636363636363,37.18484848484849,48.13030303030303,-5.248484848484848,2.374242424242424,5.306060606060607,-2.707575757575759,2.504545454545454,5.957575757575758,-6.746969696969698,2.8954545454545455,7.9772727272727275
57,2029.0,,,,,,36.0,40.93333333333333,62.39999999999999,35.53333333333333,40.46666666666667,57.33333333333333,33.266666666666666,38.53333333333333,50.86666666666666,6.266666666666667,8.666666666666668,21.666666666666668,6.333333333333333,8.6,18.400000000000002,6.0,7.466666666666667,13.733333333333334,0.0,1.3333333333333335,14.0,0.0,0.7999999999999999,9.866666666666667,-0.06666666666666667,0.19999999999999998,7.333333333333333,16.0,31.066666666666666,39.13333333333333,18.666666666666668,31.866666666666667,39.93333333333334,21.0,36.93333333333334,48.13333333333333,-5.533333333333333,2.2666666666666666,5.266666666666667,-2.9333333333333336,2.3999999999999995,5.933333333333334,-7.066666666666666,2.8,8.0
58,2030.0,,,,,,36.06818181818182,41.11363636363636,63.06818181818181,35.590909090909086,40.63636363636364,57.88636363636363,33.27272727272727,38.65909090909091,51.272727272727266,6.272727272727273,8.727272727272727,22.022727272727273,6.340909090909091,8.65909090909091,18.681818181818183,6.0,7.5,13.90909090909091,0.0,1.3636363636363638,14.318181818181818,0.0,0.8181818181818181,10.090909090909092,-0.06818181818181818,0.20454545454545453,7.5,15.272727272727273,30.681818181818183,38.93181818181819,18.0,31.5,39.75,20.386363636363637,36.68181818181818,48.13636363636364,-5.818181818181818,2.159090909090909,5.2272727272727275,-3.15909090909091,2.295454545454545,5.909090909090909,-7.386363636363637,2.704545454545454,8.022727272727273
59,2031.0,,,,,,36.13636363636363,41.2939393939394,63.736363636363635,35.64848484848485,40.806060606060605,58.43939393939394,33.27878787878788,38.78484848484848,51.67878787878787,6.278787878787879,8.787878787878789,22.37878787878788,6.348484848484849,8.718181818181819,18.963636363636365,6.0,7.533333333333333,14.084848484848486,0.0,1.393939393939394,14.636363636363637,0.0,0.8363636363636363,10.315151515151515,-0.0696969696969697,0.20909090909090908,7.666666666666666,14.545454545454547,30.296969696969697,38.730303030303034,17.333333333333336,31.133333333333333,39.56666666666666,19.772727272727273,36.43030303030303,48.13939393939394,-6.1030303030303035,2.0515151515151517,5.1878787878787875,-3.3848484848484848,2.1909090909090905,5.884848484848485,-7.706060606060607,2.6090909090909093,8.045454545454545
60,2032.0,,,,,,36.20454545454545,41.47424242424242,64.40454545454546,35.7060606060606,40.97575757575758,58.992424242424235,33.28484848484848,38.91060606060606,52.08484848484848,6.284848484848485,8.848484848484848,22.734848484848484,6.356060606060606,8.777272727272727,19.24545454545455,6.0,7.566666666666666,14.260606060606062,0.0,1.4242424242424243,14.954545454545455,0.0,0.8545454545454545,10.539393939393939,-0.07121212121212121,0.21363636363636362,7.833333333333333,13.81818181818182,29.912121212121214,38.52878787878788,16.666666666666668,30.76666666666667,39.38333333333333,19.15909090909091,36.17878787878788,48.14242424242425,-6.387878787878789,1.9439393939393943,5.148484848484848,-3.6106060606060613,2.086363636363636,5.860606060606061,-8.025757575757575,2.5136363636363637,8.068181818181818
